"usuario","senha"
"29057025671","471990"
"51378456041","472673"
"50228015235","410019"
"18033644249","419062"
"18051870239","640442"
"66658610401","302903"
"83133508652","065266"
"36143701865","418245"
"04946070095","110600"
"53828590942","642863"
"01852224398","224475"
"14906917070","752023"
"41748295608","294554"
"14634312018","397586"
"23230275063","667666"
"77473128302","984400"
"04682252267","094680"
"76316286457","088434"
"38130841916","946289"
"42928729615","723079"
"32016425253","405681"
"80436730804","919856"
"20723863733","926771"
"46678345959","354657"
"50162620632","244624"
"46006190567","975331"
"92526794803","825104"
"93092688678","527447"
"08371399294","980810"
"71583231960","146297"
"01332723977","117568"
"94485819981","796193"
"71893346293","426389"
"37212336548","598933"
"70633471364","903642"
"65013134307","800994"
"38317306011","270987"
"50312545568","699075"
"21595456430","207062"
"07161334071","123328"
"08505221885","266711"
"99739991262","441903"
"61002293073","189540"
"32116570883","839967"
"52503051642","405218"
"43756377148","921271"
"72453275305","088668"
"86118584680","731518"
"77447866539","916950"
"18973572814","009290"
"84388038814","105721"
"96701685978","671743"
"15892145956","929632"
"49929806008","835086"
"28057464062","626812"
"55088659180","132207"
"34577269732","753310"
"15266233079","908501"
"11766437460","179567"
"45014071740","066252"
"36611793909","190557"
"26310301845","836086"
"92422478204","629753"
"38970258680","897103"
"88024538881","494643"
"97461531298","016572"
"03098347910","080294"
"43967704564","385579"
"50062434306","995137"
"37563045236","395620"
"04647102270","705397"
"73797090382","704386"
"90529889781","691959"
"69017565268","827827"
"40366892746","741213"
"20123215773","877514"
"49065578641","893971"
"24663398464","503713"
"83757415582","559203"
"76100094070","518320"
"97121384299","531994"
"90643309640","087365"
"05299284934","878650"
"14562695188","437268"
"25437070500","810549"
"14149909105","638442"
"86708780208","620495"
"72091439398","695228"
"20045876282","665936"
"46504838089","781833"
"69347821942","899088"
"61278065504","724455"
"14634282356","123207"
"07456874239","510503"
"50419902392","552098"
"76547592154","838826"
"62158601582","344852"
"56364400060","701603"
"63777226645","053554"
"21682035557","299853"
"53350088309","529585"
"50791845400","353555"
"06142948514","236433"
"80858961091","099149"
"55105106091","803789"
"64653741700","457349"
"04796276220","423301"
"71632616750","416170"
"96335663716","271129"
"18065143628","583463"
"13400641626","646634"
"01997691841","493016"
"61397560142","642472"
"41954233418","344303"
"09650042601","032677"
"99869920527","285648"
"08977286107","001265"
"28337926112","655110"
"80537872159","328575"
"33848259184","008603"
"79068157183","553396"
"49131991025","217047"
"68675549202","266337"
"40563784873","897378"
"00278008577","866894"
"40948561963","505952"
"39790094752","519566"
"77676746493","503908"
"68945656782","731526"
"47668469745","133517"
"68794878900","368277"
"96817789362","373791"
"52824364009","756352"
"62189292646","421342"
"02049668333","379212"
"25998861558","677432"
"79222927320","180043"
"56868939507","112294"
"76811995866","659675"
"16980263820","570351"
"52470786088","158273"
"27449643286","577360"
"82428049232","539251"
"27112788161","343715"
"11754812465","426641"
"64326923776","775019"
"72747545563","785112"
"82031743961","738039"
"54366224615","725082"
"91935064738","368312"
"32890620310","947214"
"04253170056","990511"
"11152803093","181984"
"81719907544","939290"
"96841651707","617707"
"74407508612","093419"
"00329171631","668641"
"53202994867","322288"
"28630330775","212481"
"59026741073","824350"
"20294946829","834206"
"32230161989","153054"
"15832280474","735487"
"42996458397","580622"
"65485935028","761512"
"90934104581","422686"
"96328500254","493517"
"09162090836","425191"
"42884199055","821573"
"02281055361","206561"
"26862815881","521432"
"14343527140","901098"
"29662119620","017427"
"22742149562","556185"
"09765849648","666446"
"24412167593","752696"
"37843579206","973956"
"51739731107","749130"
"67454256880","438925"
"04049838710","177255"
"16862408992","731060"
"56204757008","566273"
"20810084406","623880"
"81796093750","167038"
"72721380923","828274"
"92919832174","959827"
"99576376300","911058"
"56161102218","128012"
"56920043483","024995"
"69609824218","505161"
"13647198358","955160"
"43269150806","483206"
"63901103910","410799"
"81876090952","967458"
"27169048558","486761"
"44890021655","539777"
"24359276818","364193"
"40851243827","232233"
"23777473960","849543"
"32053451696","245495"
"28259230526","853494"
"80576974234","067768"
"40213732505","892324"
"37271812733","696551"
"41524843903","906704"
"87177170430","905597"
"16795660168","960958"
"57185478073","486326"
"13849796205","328432"
"49563071794","569702"
"72359289640","899368"
"30188145257","965808"
"51159671206","693490"
"82801888001","320675"
"85631905396","488324"
"12715317395","013034"
"32839998645","132055"
"71859013163","965733"
"71182253393","969038"
"30950343854","744075"
"15751911210","269482"
"73088673580","135907"
"64905543304","106776"
"09352420403","359322"
"45789461778","942219"
"03835114450","405577"
"94219525882","658780"
"01684326508","430340"
"74231343926","805992"
"53396324072","854409"
"20404713912","046862"
"19137819500","178327"
"06029841734","085449"
"62242112210","648380"
"24579012860","456057"
"52413873236","720339"
"53470363110","181428"
"87005078225","435916"
"83507327929","866818"
"42166581722","268486"
"42864509709","099939"
"51754062563","282589"
"24332808185","122622"
"30760275815","610522"
"41721814493","350687"
"62559677946","918670"
"21462318665","636895"
"11729562604","487182"
"16157763540","017783"
"69672897561","178217"
"72014920125","465917"
"33349294421","343137"
"62385044633","694273"
"76857165939","839073"
"21015363156","300079"
"32038654590","474201"
"86565185697","341759"
"91069504939","940987"
"85603381442","244393"
"75585558250","783650"
"54842141654","516237"
"53396457978","936468"
"05129037782","349998"
"16759446879","592589"
"37874137582","396533"
"53625114917","274727"
"20201226260","906487"
"68414683339","355033"
"72518205284","554919"
"68682006170","612028"
"86838974355","242132"
"53657966676","564150"
"83669721274","409475"
"51742184219","339327"
"20765428849","741836"
"82119842370","156647"
"42103188098","944922"
"47449835290","235946"
"42355237751","206453"
"66055935376","467840"
"62000817190","890343"
"36634732442","456396"
"73739744812","068371"
"66634417601","268817"
"30226120368","092423"
"31717833713","058079"
"46180393532","816172"
"15080129034","997705"
"66893472730","372267"
"33784444288","122128"
"68726798590","449029"
"01420791206","526806"
"80167269763","934377"
"16557834916","963535"
"39626978295","271424"
"96154479271","921023"
"30216644402","316691"
"94475410541","638094"
"98493256404","948619"
"44935162406","922431"
"18445669435","263639"
"19841197618","970682"
"49971043025","647687"
"74115280484","166263"
"32638198285","296515"
"57959486247","666817"
"62467634132","694641"
"30500205396","800061"
"54154329065","616230"
"40347558305","239715"
"63296619283","482863"
"24543378431","027281"
"92303365805","542425"
"49169208484","448145"
"99508884410","397883"
"99904453039","708071"
"06557949802","904924"
"19415646586","232278"
"24055952147","399522"
"36155705534","868108"
"09831121422","533226"
"61729515568","665371"
"67358574028","035662"
"40988547082","679688"
"02530393206","857961"
"43762852421","746310"
"45460504619","007168"
"81612709290","087507"
"35327403629","907354"
"56315139604","884504"
"58501336157","929725"
"51721641467","167510"
"81339826500","063866"
"81791348300","997831"
"82238553649","225644"
"88737986406","949016"
"42039791370","573288"
"18918384238","435531"
"82613837330","199431"
"62228366404","986541"
"25131327504","971975"
"25613386650","357507"
"44558941285","631303"
"76396756501","261017"
"17572131042","495492"
"59711319586","682163"
"17131517151","710036"
"29676610666","162051"
"11929868308","091270"
"12607279399","094664"
"52753668094","390593"
"23117492429","649149"
"63089643790","974499"
"55175819860","347825"
"76063628584","959520"
"97941581000","143011"
"04944696256","109473"
"07766213788","981342"
"46875456370","437738"
"80147102820","253244"
"92937806821","812868"
"90294323309","737173"
"28321206875","457530"
"86366280169","766126"
"68988710991","147174"
"98003297818","358895"
"33089643847","433065"
"31371911819","567580"
"37460294497","528858"
"59619166850","082647"
"52453875817","261441"
"19102242605","764148"
"24673307615","709506"
"28365306506","613845"
"56942418439","034473"
"81719272115","929696"
"71680352407","569068"
"37789838067","949172"
"63879563314","896827"
"54325439153","775249"
"86157548290","764600"
"11319885152","616411"
"89686802215","645299"
"81956151206","812803"
"66153793096","788888"
"97372345022","943578"
"58110727913","002281"
"19676831581","159408"
"68632458922","205624"
"97148963800","042751"
"62688942433","220770"
"54316002309","686588"
"43487174359","797861"
"26712417201","250227"
"25504075637","072553"
"74932567723","964933"
"86442281370","496586"
"76256503678","758173"
"30738003522","813311"
"37283379436","929236"
"46878560047","757786"
"06677519988","521369"
"61897641931","373134"
"13026934330","259709"
"92019298112","889615"
"35333205370","325058"
"34436782700","362165"
"13863025547","603954"
"53947997337","097546"
"41239042116","579354"
"01955121702","070179"
"98630868945","834840"
"38038138406","144977"
"61042465169","597237"
"29906876964","191095"
"84185821034","359416"
"13514897395","752373"
"61206866306","674722"
"36357200387","284815"
"54916551044","189979"
"70026986728","715925"
"26006143038","970038"
"83824315939","161926"
"21895167655","477202"
"20824618742","638941"
"45042407189","361513"
"05660220100","206342"
"25929842914","923088"
"89013090419","947151"
"95492901583","924929"
"35836907021","258810"
"31243449365","549580"
"59076605700","918975"
"21891961756","229187"
"99316468450","237525"
"79797719820","463732"
"89456126536","936539"
"77819282029","402128"
"86589782229","217504"
"25647348980","510212"
"20923176012","279554"
"14562341700","772309"
"04590005352","080424"
"96094137736","890788"
"46141952615","592676"
"24624666658","474335"
"16464903047","825094"
"32391269404","906560"
"70649946405","436418"
"04690252556","616162"
"52630543005","510307"
"08610591581","696461"
"32295527929","536967"
"81197580131","514471"
"54487373077","327571"
"42648542884","400548"
"44516764520","498683"
"28662694462","135716"
"36676089009","666743"
"75250432212","796941"
"48060083031","068851"
"00683966782","985851"
"43631005083","461415"
"80626008662","490055"
"71050372026","301301"
"28992290284","962311"
"67097436328","646369"
"76350529693","514862"
"48309758499","640105"
"24412195708","419500"
"72870598513","648153"
"66312923606","999428"
"64992031730","685157"
"91736698303","413014"
"27714206004","682634"
"70417354789","259291"
"56540472137","182402"
"66621956002","639042"
"03505420743","108146"
"97058466181","338718"
"18975302938","557318"
"20636087336","612312"
"78012127890","069107"
"00024634743","447202"
"36197951509","037121"
"25120067786","551790"
"44173493126","188613"
"55232709461","483964"
"23683105178","217280"
"87148182484","652393"
"34046987707","149567"
"69369909168","304152"
"98285951170","003399"
"37069137478","967006"
"16285422923","814667"
"13055769341","270943"
"62048929320","768736"
"10687364299","801910"
"72823744061","648577"
"34630291628","189874"
"93675122522","282812"
"93503544895","298983"
"39929486259","711286"
"34573107266","737735"
"06075188398","788500"
"64149020639","864350"
"75888820938","477397"
"56143760705","730772"
"13658675284","807946"
"52445469457","765993"
"21815737948","603252"
"87590592145","884876"
"42455746313","381272"
"10682152595","054686"
"26321210943","882708"
"59687371587","430294"
"46836733989","072631"
"46502003184","425751"
"15584233978","179288"
"19311747335","552719"
"01339329409","353497"
"06118575703","462507"
"86107260706","427900"
"29824152750","350800"
"49976648634","447518"
"48778149908","102851"
"23831137781","790193"
"28257281107","994940"
"56940633502","021694"
"08114564040","025251"
"17950927771","085200"
"00474998428","619477"
"30354957694","138801"
"91790548705","391708"
"55041134073","079990"
"23852396638","682478"
"11620854368","209618"
"03490995708","495728"
"21638723273","431430"
"75537565714","920826"
"53211079041","154766"
"91980130175","983069"
"70016183304","116877"
"54324602034","645829"
"33103568410","494644"
"36958084462","337145"
"90754042391","643785"
"95031499087","226804"
"57923861102","682367"
"58856343606","459841"
"33226924699","037929"
"15246013499","335954"
"69259306663","136169"
"47642007400","839960"
"80508513898","654726"
"53423304677","533257"
"23963895489","083625"
"51051797730","213531"
"67174296157","921554"
"89709812335","487026"
"61730995608","776187"
"77192221481","731076"
"02964652244","305498"
"13685879502","766462"
"69955613920","623535"
"29870041418","077408"
"26005697820","209730"
"10561291829","862751"
"85559081167","193905"
"67717270250","332311"
"51510397175","935496"
"52002923876","008818"
"32646015160","109913"
"65320601271","940121"
"02773337506","795834"
"53452090906","146507"
"36788735026","965486"
"53614427714","558011"
"23141206554","626429"
"61627369031","386850"
"00522835503","513058"
"61718198400","805079"
"21181610184","258555"
"95391790760","757231"
"18524188340","430285"
"78498542332","667352"
"73004113120","041093"
"89388966333","406502"
"11758787317","614033"
"46853524403","180822"
"06483880006","431617"
"49898918136","090481"
"33279616034","802105"
"39326350002","171741"
"29239593969","641705"
"96536411820","998541"
"30094902240","079822"
"51448456576","246757"
"51992572771","428565"
"04555875230","875337"
"98467472502","635630"
"46400332731","019617"
"33348844495","101965"
"61567496830","000520"
"13020156645","992078"
"36979995405","076490"
"67791805723","072303"
"36844378670","102749"
"00595278205","437721"
"68302011444","688801"
"72397895439","991739"
"19523672207","859481"
"05991843104","936035"
"71379458218","663049"
"45170284454","197267"
"10141350792","646255"
"03393056735","252494"
"17474700239","616290"
"57401255880","199741"
"82876015765","953353"
"46819215053","573539"
"29525666158","945275"
"63286517240","715444"
"96979902121","983176"
"88070672773","800813"
"27456734593","617890"
"21346835543","960205"
"88351467634","243195"
"38165218352","781129"
"68796351993","446999"
"34924573396","279090"
"61362524735","120313"
"02997519020","292705"
"97957794866","540140"
"35989681321","713370"
"17588601388","669089"
"25096940730","196761"
"80835393763","707238"
"16858731890","826429"
"00183107616","944311"
"53598585756","190577"
"54047725730","658998"
"72003524118","319025"
"49393994439","183180"
"78784643919","601133"
"10794380255","295943"
"68834707192","608167"
"47581144470","929067"
"91929835884","715257"
"44480675302","265234"
"93307528963","628727"
"05182876106","485338"
"70413566714","382868"
"24510073380","136470"
"07111700538","709637"
"60191846252","885574"
"94449189477","795280"
"09905014004","509298"
"65642989600","896387"
"03445986088","344350"
"80322938333","006252"
"82453742299","964231"
"04959970642","344094"
"48272867958","097433"
"23083592698","703543"
"32014966931","383128"
"46048587309","615784"
"17662106195","362676"
"83634396652","365770"
"58714479290","610517"
"99535972600","423211"
"97793575806","256814"
"95295227626","772150"
"56722413284","007337"
"72872082450","455424"
"96424938109","153749"
"65012863607","841114"
"61990946895","381243"
"77069007205","060933"
"81614940100","788283"
"43265211398","497262"
"42371678449","892248"
"14694219170","538240"
"03744120570","718673"
"48957143068","875793"
"46524161211","692265"
"01231452102","582796"
"84988229394","471775"
"61778739440","385665"
"80679958428","976265"
"46903142762","031333"
"68144225570","637436"
"99281698960","328782"
"21531753566","607885"
"38671556310","122641"
"29624198950","899867"
"08493549860","159838"
"16617621824","760907"
"39119387997","906611"
"90776070568","433542"
"36575250092","087244"
"70869795031","733346"
"90401799050","642155"
"06458578580","266664"
"76886323660","502952"
"64529311481","993773"
"34661920210","528497"
"55733276231","066039"
"80703621971","440890"
"17677318509","329348"
"06145081775","206855"
"41065106343","231334"
"75646509904","369281"
"48209352245","253594"
"57843790381","268141"
"57050188190","719387"
"94856755501","176264"
"72918193690","744073"
"58832489937","942552"
"76281132491","979942"
"57648375109","662995"
"69761852407","375195"
"56976887920","520306"
"58793211775","176965"
"38826092303","435127"
"88805918865","564309"
"28039612888","310707"
"93750593914","507838"
"04507573238","166189"
"22469008590","178755"
"30934326428","397929"
"24275369386","083548"
"63592000667","474068"
"55416514760","581997"
"41865608890","558799"
"71089924500","826125"
"49681016432","391861"
"80862409918","883828"
"61722011661","041907"
"09328756880","643415"
"38877866705","084647"
"37678958200","271528"
"65518535015","426311"
"29287969914","815052"
"76722353460","720091"
"81989522688","773342"
"40184821916","591255"
"09132725400","306332"
"25097109821","900384"
"31821255402","141191"
"71933399660","154455"
"96823234954","604397"
"36202196807","755135"
"47520163113","221444"
"25316338715","897128"
"32287836934","832201"
"48819413213","937762"
"82209314267","092133"
"41400885590","275050"
"32030486043","358913"
"46258080308","441279"
"08248083551","165654"
"04705880714","583433"
"42329629567","362940"
"98856120844","741485"
"52958440729","584967"
"77710681115","849275"
"74331469115","384003"
"46701238408","014490"
"36902589879","583503"
"80345063201","002267"
"97460557552","282138"
"31922208213","793625"
"61128393859","377579"
"80389793620","457203"
"69937246857","242416"
"29459733670","304140"
"34137600090","978936"
"05183267219","537188"
"80653929544","459071"
"69440449276","254318"
"70466042078","993077"
"86103474000","761304"
"90422761850","393837"
"40836993705","111823"
"77109331067","892008"
"60692031863","901708"
"38909792540","150231"
"93976981338","663857"
"15742394306","840510"
"53942708566","603354"
"26365820020","009348"
"59567292361","504825"
"08244236582","696011"
"33406713114","080718"
"10415528232","124409"
"01353446620","978627"
"08474879388","949990"
"06163835506","853201"
"93753318493","770729"
"56420924057","695538"
"03048168761","739508"
"89465956392","554100"
"43138685188","654268"
"32187326624","540815"
"81220091154","799503"
"16259449267","432803"
"49016643958","032215"
"53286047767","419333"
"33747145280","830134"
"26668784909","658476"
"33367943584","422567"
"49277186208","527577"
"43496244224","902630"
"92844016740","142201"
"89339474007","020989"
"86657673558","090700"
"75247941420","083372"
"00678544786","763428"
"76419809967","602521"
"51323536221","835115"
"49220735237","039257"
"66418213238","846222"
"70675060508","861184"
"56344380128","021814"
"13928748319","342604"
"10077110943","510972"
"84107293262","433329"
"52576903223","297588"
"00583359191","396471"
"46231744760","316463"
"63493298307","662788"
"16177740731","363086"
"32508346292","416020"
"31018445501","672303"
"02639633651","367355"
"73547543070","999697"
"07761129533","241741"
"63696876429","491221"
"70469506792","524363"
"12583273507","652923"
"90103013628","987326"
"81082513890","828978"
"59146813594","662725"
"08326149802","768155"
"73116497060","171482"
"38080256705","108603"
"36189049753","322300"
"63537026390","551736"
"50087283859","829074"
"66669314752","236263"
"88239678130","532737"
"87729815397","864208"
"47391915637","049153"
"89468936309","732818"
"26717250194","667592"
"33571405609","480562"
"40847212041","666473"
"74835646525","268818"
"26171130940","120283"
"96367228381","788901"
"95249829430","506477"
"29182294313","578651"
"38599264893","303497"
"68992847580","767651"
"16576460252","501859"
"54021830669","181166"
"46305008043","242647"
"88649004970","319125"
"47196474805","287509"
"59749468120","841971"
"37645282223","904959"
"83829775610","165210"
"61208905309","151770"
"22865085694","723941"
"92646919441","996707"
"52042434108","380345"
"58837787553","464113"
"28321092330","055498"
"13825647676","056150"
"03827240387","382089"
"44724851929","888956"
"54426344840","525090"
"69594966246","143589"
"00979668514","182306"
"44735600663","883326"
"41903124522","872360"
"11885895550","765052"
"66443720075","434867"
"05567442840","730963"
"45886097937","894977"
"20619152133","096911"
"38128277006","404926"
"43642010229","052583"
"09659853696","797048"
"48555723736","692036"
"66946735234","593753"
"39652148962","050699"
"58718272177","168923"
"31031891765","008214"
"30202713393","812002"
"78969771840","604745"
"91859458700","729580"
"01743740549","266463"
"33018468155","549270"
"26204782436","090070"
"46853786106","290532"
"16389835507","069297"
"32193868735","319477"
"16115503272","079563"
"47782362032","171612"
"23029217205","650837"
"01179615409","134832"
"33717344390","676581"
"45491574023","510161"
"14416593821","151683"
"06304352603","994436"
"28857310604","788650"
"65582709002","473283"
"00717220419","244946"
"80828351333","461695"
"20025436902","429527"
"39795821679","591091"
"33349326803","158841"
"11052189610","534755"
"19690986600","080062"
"44560280258","348987"
"93627063341","583248"
"00136670687","017144"
"85045458574","251412"
"87368381524","578985"
"97940388908","150232"
"35177990257","587230"
"59997446526","591731"
"54047832901","994796"
"93127948921","265648"
"70069867372","360765"
"30496771639","509333"
"13190605360","840860"
"16736181380","547425"
"41698274904","383868"
"72931976407","943016"
"03064083929","099127"
"41477531165","072265"
"55247678524","168264"
"88959786330","761960"
"34806072508","105014"
"04896297334","954832"
"57577625868","276408"
"86393930446","860636"
"16126472004","418822"
"64409003151","519685"
"93398644929","303252"
"46192283389","765049"
"18637784461","200438"
"28489645884","225323"
"87902772607","481773"
"64975864312","736848"
"94516697289","832349"
"20444475761","257007"
"69113239830","422868"
"11846748259","753529"
"33905501430","432872"
"11608930807","530674"
"97119575740","192392"
"55720907351","318295"
"99820332206","841978"
"35163867113","662970"
"03314905360","123872"
"36054259091","467582"
"88772037652","604318"
"20739843710","620713"
"65317156696","594826"
"82323343637","679970"
"51098163010","317540"
"92959010108","504904"
"27512992882","746800"
"82082747557","823644"
"61718414471","726492"
"70238987604","149826"
"49325984083","814503"
"01369031262","310164"
"07138644787","265134"
"65738993187","078587"
"34814958978","889254"
"99426869670","117276"
"85832368100","204979"
"41872137830","732878"
"25349298798","337854"
"69462365563","342022"
"53768979580","356980"
"16307028033","134544"
"22143885679","721782"
"36163847709","006135"
"79812101942","086266"
"95603713801","945754"
"26510452502","367248"
"74558301731","601011"
"39118257739","816027"
"88185148813","121504"
"94922405640","750606"
"49579407037","851677"
"83933328853","328240"
"97224930946","645095"
"57704496409","726433"
"37081659691","590602"
"25283579581","098842"
"41905080808","160257"
"76276878707","183789"
"44822502104","363273"
"40105413348","394759"
"29632971655","986022"
"59982780700","731623"
"76094710460","471339"
"67568774457","338333"
"57209929606","525813"
"63459775432","071252"
"79885747524","170912"
"53567525476","794647"
"24674623669","666476"
"47392450867","978652"
"76633022573","890349"
"50294500847","607542"
"47789605569","107708"
"07442503667","106602"
"69909135094","232479"
"96023124160","676305"
"69119920954","860071"
"99054790822","949126"
"83090757745","316599"
"84008003380","611153"
"73189536724","343094"
"44603751508","263682"
"83246710562","786987"
"62180772173","220419"
"59575939581","710469"
"43942777282","460987"
"81600259634","554800"
"28277107064","320460"
"88776827607","503254"
"91732679886","376954"
"28235543869","705475"
"72200183550","397947"
"39082131188","109102"
"97289401654","448525"
"18278130329","598359"
"18274789423","720118"
"97128285229","918458"
"14218629722","070895"
"28059562908","028009"
"47938699551","196768"
"62202385835","434804"
"12689513668","806011"
"38772012889","248947"
"69528292704","297414"
"46934522206","319323"
"50575884606","310766"
"45301333380","555963"
"99129474795","723086"
"04152468149","670307"
"29587489950","378285"
"62171365110","844090"
"66022631025","291814"
"04293867023","829303"
"51551847388","549660"
"97484738646","533404"
"77322696670","305312"
"70876633645","771193"
"12003140506","948025"
"04990305914","351916"
"13111296857","845764"
"83828310109","652867"
"00806850213","423624"
"13278398653","503482"
"73533813290","444517"
"14788247780","923053"
"24663819826","733053"
"89437601836","954743"
"50556487834","397973"
"08876266704","329496"
"02147729507","261901"
"44133525728","449442"
"29375906248","972240"
"67672287532","582635"
"58296455218","082085"
"82836887400","645024"
"16710505766","711758"
"50974527637","423151"
"69641280775","563704"
"89996944964","413866"
"90943727464","935154"
"84887485158","333177"
"51132754500","114437"
"98680856169","830967"
"93875130766","025092"
"83093941369","233103"
"30352429097","239157"
"18219982861","780088"
"07894643220","595471"
"38374109351","859625"
"32581219157","068126"
"72052471952","498530"
"91970944200","152904"
"19970550667","537400"
"23945120837","466598"
"85195954720","687920"
"35518575637","213141"
"42169813721","317728"
"05461466273","103381"
"72772568679","490120"
"23029634825","925153"
"04882710293","168297"
"63277875253","355482"
"79510108200","422892"
"38902067270","201742"
"56048581297","966003"
"67763697474","863483"
"28627083487","176377"
"24689778906","305043"
"02526481708","244718"
"72796743055","370313"
"51430793570","985053"
"38832557851","020010"
"06335728451","220704"
"10219775788","846522"
"23167574801","461168"
"26273326606","558813"
"07052549506","206170"
"64095903856","718958"
"48774302965","115997"
"75753581455","054371"
"55411794161","919518"
"83409366547","604725"
"53778978543","372020"
"67117633948","858869"
"51378443900","584144"
"47534598028","380049"
"92015531106","737216"
"28530257804","853208"
"56023954405","682902"
"06722269442","644746"
"25039986319","616964"
"17533139100","187510"
"84657827413","320929"
"01404423753","062727"
"98135652500","442675"
"08373425381","749163"
"24516777592","596582"
"47060202803","574847"
"17116902368","870840"
"61474660975","171681"
"79782476781","312085"
"47756245555","953928"
"72207118835","354836"
"37625646041","342351"
"86196509128","866499"
"38122035612","028258"
"68832396424","392017"
"25359186097","909442"
"72476626384","472500"
"25127696584","135931"
"28548930691","551738"
"31995924067","155506"
"22518691740","144560"
"32524346790","072604"
"82018659448","858799"
"22177802040","193535"
"58691906812","188719"
"34484206030","372654"
"42932651633","807252"
"06392640509","413194"
"92507606398","243884"
"49704043643","582102"
"93232896987","875125"
"82583559451","472418"
"01233964682","754503"
"87368182831","769713"
"03357260620","834578"
"20801127165","108864"
"67816331711","859706"
"51511060310","007112"
"22407068050","050299"
"10590776479","115297"
"96355772570","591439"
"24177369349","025997"
"62303458382","375827"
"27196262875","137912"
"16018791218","369138"
"97358034376","402877"
"40342339826","570384"
"51167009924","663273"
"56146272272","938797"
"92311639498","685899"
"36302213789","612767"
"24725233943","828836"
"60207929947","302081"
"73880943184","757115"
"21075216117","163501"
"31367327741","357448"
"42464721743","932175"
"94909851399","523969"
"78096410008","916103"
"02277972487","686546"
"54659679780","810051"
"98698168272","109801"
"41247616940","023293"
"11101401184","209970"
"74968868740","097490"
"72400047162","978716"
"79540261678","089355"
"04545073646","840704"
"74329997240","366102"
"81404331360","411610"
"55816302086","954032"
"70989353362","547208"
"19307098972","236291"
"43295608440","123143"
"69289126930","259390"
"49546032859","115503"
"19426600817","123501"
"97473525590","745104"
"33239577330","697776"
"77541197572","631956"
"80099660458","528596"
"24508723969","876975"
"19079654400","701471"
"67012446021","847540"
"81183516371","859919"
"54890406298","876523"
"57318031619","021694"
"88460242064","602893"
"39759035383","981059"
"21004233809","390542"
"19382154787","545270"
"86360604787","413763"
"78752716732","045125"
"41161856714","979615"
"82203294914","934501"
"45050406234","075446"
"74610862514","065492"
"06118225044","461890"
"50328050334","469829"
"66749778291","052842"
"06861737321","130935"
"60946572763","258304"
"55997543676","425218"
"27985478060","131288"
"98426210228","471510"
"06988325239","153205"
"30584858248","550736"
"17371521340","638415"
"02008455947","382157"
"67750638571","884093"
"57998633565","781564"
"55089819939","119807"
"09464227290","483420"
"98176713996","784169"
"40417394705","068604"
"05547464929","055904"
"01461669065","765504"
"02688821261","407190"
"33696179515","590461"
"00860727734","325788"
"28580707412","575454"
"37075844024","082342"
"04196697100","290713"
"36940976272","940643"
"90287332721","187834"
"00831713470","366404"
"14528816342","316797"
"49978243135","156662"
"52789772053","047075"
"26076690305","797214"
"13837088430","866799"
"39489670324","800556"
"64808960176","605736"
"95644562824","474428"
"51967573840","914933"
"03931998789","907217"
"41477599983","570298"
"86808738963","713203"
"64716754456","435773"
"96056180522","828610"
"64332677935","330843"
"24668519464","821599"
"14616757151","707060"
"31178295982","390650"
"09431715120","052689"
"33277205681","888428"
"13913296433","994557"
"46964071440","895692"
"63762251525","602067"
"60225121581","610737"
"59527533104","276894"
"24791681827","563782"
"33906902803","278625"
"80483112755","323028"
"35453232269","842687"
"46014519572","942561"
"70465165290","259219"
"54245009357","434861"
"30996844228","463858"
"99616626361","074878"
"59989530882","912123"
"02944162004","595458"
"73950782508","959921"
"95040886276","249482"
"75176076349","637471"
"64539137980","297361"
"01521041431","544616"
"97870468665","911609"
"60656649607","857341"
"41780003307","106981"
"87297587265","748590"
"18928613809","775149"
"50058823670","272915"
"59579929173","857161"
"61026640512","773366"
"21855090988","435632"
"09689819330","949754"
"64389900277","766702"
"70475423615","399671"
"69546404098","881492"
"04292675767","964834"
"28016868240","264946"
"74196881920","168007"
"41634671902","696619"
"12159809063","162176"
"07626488997","063117"
"36265970674","416158"
"61880706601","409864"
"34340268860","218150"
"13267706670","937402"
"78766554594","976601"
"03517359254","166724"
"38081093001","016629"
"21772595250","080674"
"40794786669","939798"
"65345472874","302321"
"05045950673","257929"
"26961807259","511003"
"92173203746","568161"
"85311587610","132121"
"41352400626","024560"
"78315371711","584649"
"09706035680","726301"
"94030717705","779246"
"78191941112","792841"
"87258606319","530312"
"95060190960","805314"
"85969583553","639196"
"64364902136","040081"
"90068301944","080804"
"61988613841","333340"
"62020229900","210899"
"26661043113","608762"
"14801639453","203134"
"61163581011","763138"
"21395361266","921226"
"90204014832","531020"
"41754139108","226210"
"87128903321","813223"
"13032572703","031785"
"36614257064","878336"
"85267490997","200823"
"25084446778","760197"
"20836407130","082779"
"42446463029","053279"
"24070651667","909850"
"12420980549","847618"
"98002575431","803056"
"37051021176","446956"
"56994189465","735541"
"84254811551","491293"
"81425584756","717348"
"48349406917","568957"
"80454793707","765974"
"76369510459","242266"
"43718205904","474622"
"12073886027","944872"
"70565075144","470426"
"41423437691","646115"
"55607520617","397480"
"01812221673","614231"
"87822885774","460085"
"58530581504","999366"
"70460670158","759605"
"59108795371","576188"
"95471832736","582164"
"34309382010","225871"
"63611326925","853329"
"03095908504","526109"
"54366626845","171869"
"05904231342","748207"
"34326541202","794434"
"67184544439","638890"
"21886305722","639087"
"72169455906","149234"
"85712991454","468300"
